name,tweet text,tweet text (clean),label,token
𝓙𝓪𝔀𝓪𝓻𝓪 𝓑𝓸𝓻𝓷𝓮𝓸 🇲🇨,@RyaWiedy Lah bukannya teroris ini dihukum mati 🙄,ryawiedy lah bukannya teroris ini dihukum mati wajah dengan mata ke atas,0,"['ryawiedy', 'lah', 'bukannya', 'teroris', 'ini', 'dihukum', 'mati', 'wajah', 'dengan', 'mata', 'ke', 'atas']"
Sang Elang,"@PantsuOnino @pengarang_sajak Yang dibunuhnya rakyat kok, itu sdh kategori teroris. Klu separatis tentu yg diperangi TNI. Tapi knp TDK diberantas malah dibiarkan saja, sementara jatuh korban selalu terjadi. Ketidaktegasan Jokowi ini membuat wibawa bangsa JD rendah dan diremehkan negara lain",pantsuonino pengarang sajak yang dibunuhnya rakyat kok itu sudah kategori teroris kalau separatis tentu yang diperangi tni tapi kenapa tidak diberantas malah dibiarkan saja sementara jatuh korban selalu terjadi ketidaktegasan jokowi ini membuat wibawa bangsa jadi rendah dan diremehkan negara lain,0,"['pantsuonino', 'pengarang', 'sajak', 'yang', 'dibunuhnya', 'rakyat', 'kok', 'itu', 'sudah', 'kategori', 'teroris', 'kalau', 'separatis', 'tentu', 'yang', 'diperangi', 'tni', 'tapi', 'kenapa', 'tidak', 'diberantas', 'malah', 'dibiarkan', 'saja', 'sementara', 'jatuh', 'korban', 'selalu', 'terjadi', 'ketidaktegasan', 'jokowi', 'ini', 'membuat', 'wibawa', 'bangsa', 'jadi', 'rendah', 'dan', 'diremehkan', 'negara', 'lain']"
100%orangcakep,"@Dennysiregar7 Lagi merenung was² nunggu SK Pemecatan turun bang, akibat terlalu kepedean dengan ucapannya terkait teroris &amp; ""ketidakbutuhannya"" dengan GAJI &amp; FASILITAS NEGARA di @KemenBUMN 

Pingin tau besok klo udah dipecat apakah dapat jatah nasi bungkus tiap bulannya dari yg ""dibelanya""",dennysiregar lagi merenung was² menunggu suka pemecatan turun bang akibat terlalu kepedean dengan ucapannya terkait teroris ketidakbutuhannya dengan gaji fasilitas negara di kemenbumn pengin tau besok kalo sudah dipecat apakah dapat jatah nasi bungkus tiap bulannya dari yang dibelanya,0,"['dennysiregar', 'lagi', 'merenung', 'was', '²', 'menunggu', 'suka', 'pemecatan', 'turun', 'bang', 'akibat', 'terlalu', 'kepedean', 'dengan', 'ucapannya', 'terkait', 'teroris', 'ketidakbutuhannya', 'dengan', 'gaji', 'fasilitas', 'negara', 'di', 'kemenbumn', 'pengin', 'tau', 'besok', 'kalo', 'sudah', 'dipecat', 'apakah', 'dapat', 'jatah', 'nasi', 'bungkus', 'tiap', 'bulannya', 'dari', 'yang', 'dibelanya']"
Durajat58,"@liputan6dotcom lamun urusan teroris nitizen wedih comen.......soale lamun wis nempel cap ,mati kutu.",liputan dotcom lamun urusan teroris nitizen wedih komen soale lamun wis menempel cap mati kutu,0,"['liputan', 'dotcom', 'lamun', 'urusan', 'teroris', 'nitizen', 'wedih', 'komen', 'soale', 'lamun', 'wis', 'menempel', 'cap', 'mati', 'kutu']"
Dedei!,"Sebelum menjadi anggota akatsuki, deidara adalah teroris bom bayaran",sebelum menjadi anggota akatsuki deidara adalah teroris bom bayaran,0,"['sebelum', 'menjadi', 'anggota', 'akatsuki', 'deidara', 'adalah', 'teroris', 'bom', 'bayaran']"
Xrx,"@republikaonline Jika pondok pesantren melahirkan teroris..., Mengapa Indonesia ga hancur dari dulu??! haha",republikaonline jika pondok pesantren melahirkan teroris mengapa indonesia enggak hancur dari dulu haha,1,"['republikaonline', 'jika', 'pondok', 'pesantren', 'melahirkan', 'teroris', 'mengapa', 'indonesia', 'enggak', 'hancur', 'dari', 'dulu', 'haha']"
Onah,@RD_4WR1212 Vonis akhir 5th...terus banding sama MA diskon jadi 2 th...... Wes lah ambyaaaarrrrrrrr...... Teroris kok cuma 8th......teroris mah mati atau seumur hidup......,rd wr vonis akhir th terus banding sama sama diskon jadi tahu wes lah ambyaaaar teroris kok cuma th teroris mah mati atau seumur hidup,0,"['rd', 'wr', 'vonis', 'akhir', 'th', 'terus', 'banding', 'sama', 'sama', 'diskon', 'jadi', 'tahu', 'wes', 'lah', 'ambyaaaar', 'teroris', 'kok', 'cuma', 'th', 'teroris', 'mah', 'mati', 'atau', 'seumur', 'hidup']"
Moh Aak Alkaromah,@RD_4WR1212 halaaah pura pura terkejut aja mau mangkir klo MUI jadi kandang teroris #BubarkanMUI,rd wr halaaah pura pura terkejut saja mau mangkir kalo mui jadi kandang teroris bubarkanmui,0,"['rd', 'wr', 'halaaah', 'pura', 'pura', 'terkejut', 'saja', 'mau', 'mangkir', 'kalo', 'mui', 'jadi', 'kandang', 'teroris', 'bubarkanmui']"
Samrat Maulana,"Siapa yang membela teroris?
Apa mereka komplotannya juga https://t.co/jmM5hoHUOU",siapa yang membela teroris apa mereka komplotannya juga https t cowok jmm hohuou,0,"['siapa', 'yang', 'membela', 'teroris', 'apa', 'mereka', 'komplotannya', 'juga', 'https', 't', 'cowok', 'jmm', 'hohuou']"
🇮🇩 Tapak Kuning 🇮🇩,"@RD_4WR1212 kok cuma 8 tahun sih, otak teroris macam munarman ini harusnya dihukum seumur hidup",rd wr kok cuma tahun sih otak teroris macam munarman ini harusnya dihukum seumur hidup,0,"['rd', 'wr', 'kok', 'cuma', 'tahun', 'sih', 'otak', 'teroris', 'macam', 'munarman', 'ini', 'harusnya', 'dihukum', 'seumur', 'hidup']"
Lintang,"@eris_ruswandi @fadlizon Ulama yg bagaimana dulu drun, masa ulama pendukung teroris di jadikan rujukan, memang di luar mui tdk ada lagi ulama ya",eris ruswandi fadlizon ulama yang bagaimana dulu drun masa ulama pendukung teroris di jadikan rujukan memang di luar mui tidak ada lagi ulama ya,0,"['eris', 'ruswandi', 'fadlizon', 'ulama', 'yang', 'bagaimana', 'dulu', 'drun', 'masa', 'ulama', 'pendukung', 'teroris', 'di', 'jadikan', 'rujukan', 'memang', 'di', 'luar', 'mui', 'tidak', 'ada', 'lagi', 'ulama', 'ya']"
Arya Asya,@GanefAraz @Cintada16 Apakah mereka semua simpatisan teroris yg berwacana negara khilaffah seperti ISIS? Semakin takut dengan masa depan Indonesia. Apakah kita menuju nasib seperti Afhganistan? Suriah?,ganefaraz cintada apakah mereka semua simpatisan teroris yang berwacana negara khilaffah seperti isis semakin takut dengan masa depan indonesia apakah kita menuju nasib seperti afhganistan suriah,0,"['ganefaraz', 'cintada', 'apakah', 'mereka', 'semua', 'simpatisan', 'teroris', 'yang', 'berwacana', 'negara', 'khilaffah', 'seperti', 'isis', 'semakin', 'takut', 'dengan', 'masa', 'depan', 'indonesia', 'apakah', 'kita', 'menuju', 'nasib', 'seperti', 'afhganistan', 'suriah']"
🇮🇩 Tapak Kuning 🇮🇩,@Rosedah76 mohon @DivHumas_Polri pantau akun @Helmi_Felis pendukung teroris ini,rosedah mohon divhumas polri pantau akun helmi felis pendukung teroris ini,0,"['rosedah', 'mohon', 'divhumas', 'polri', 'pantau', 'akun', 'helmi', 'felis', 'pendukung', 'teroris', 'ini']"
lIIIllIIllIIlIl,"@TukangSayure @ricosiswandi setuju sih ini, densus mesti pakai bodycam, biar jelas kejadiannya ga ada versi2an. tp untuk urusan teroris gini gw masih berpihak ke densus, maksudnya bukan kejadiannya gmn, tp lebih ke org tersebut mmg ada link ke teroris. tp bodycam mmg tepat. d88 rugi jg kl orgnya mati",tukangsayure ricosiswandi setuju sih ini densus mesti pakai bodycam biar jelas kejadiannya enggak ada versi an tapi untuk urusan teroris begini gue masih berpihak ke densus maksudnya bukan kejadiannya bagaimana tapi lebih ke orang tersebut memang ada link ke teroris tapi bodycam memang tepat d rugi juga kalo orgnya mati,0,"['tukangsayure', 'ricosiswandi', 'setuju', 'sih', 'ini', 'densus', 'mesti', 'pakai', 'bodycam', 'biar', 'jelas', 'kejadiannya', 'enggak', 'ada', 'versi', 'an', 'tapi', 'untuk', 'urusan', 'teroris', 'begini', 'gue', 'masih', 'berpihak', 'ke', 'densus', 'maksudnya', 'bukan', 'kejadiannya', 'bagaimana', 'tapi', 'lebih', 'ke', 'orang', 'tersebut', 'memang', 'ada', 'link', 'ke', 'teroris', 'tapi', 'bodycam', 'memang', 'tepat', 'd', 'rugi', 'juga', 'kalo', 'orgnya', 'mati']"
🐽🐷 Arab Pesek 🐷🐽,@BossTemlen Mau jadi trending tiap hari pun gak akan membuat Munarman si  teroris laknat itu bebas cuk🥴🤭😂🤣,bosstemlen mau jadi trending tiap hari pun enggak akan membuat munarman sih teroris laknat itu bebas cuk wajah pusing karena mabuk wajah dengan tangan menutup mulut wajah gembira berurai air mata tertawa terbahak bahak,0,"['bosstemlen', 'mau', 'jadi', 'trending', 'tiap', 'hari', 'pun', 'enggak', 'akan', 'membuat', 'munarman', 'sih', 'teroris', 'laknat', 'itu', 'bebas', 'cuk', 'wajah', 'pusing', 'karena', 'mabuk', 'wajah', 'dengan', 'tangan', 'menutup', 'mulut', 'wajah', 'gembira', 'berurai', 'air', 'mata', 'tertawa', 'terbahak', 'bahak']"
J-Melow,"@RinaUmmuZhafira @CNNIndonesia @KomnasHAM Beliau???? 
Teroris itu, jangan"" keluarga mu teroris juga..",rinaummuzhafira cnnindonesia komnasham beliau teroris itu jangan keluarga mu teroris juga,0,"['rinaummuzhafira', 'cnnindonesia', 'komnasham', 'beliau', 'teroris', 'itu', 'jangan', 'keluarga', 'mu', 'teroris', 'juga']"
Kalimi ku,"Terkait Dokter Sunardi, Kompolnas : Aktivitas Jaringan Teroris Sangat Rapi https://t.co/9WeggJtBTS",terkait dokter sunardi kompolnas aktivitas jaringan teroris sangat rapi https t cowok weggjtbts,0,"['terkait', 'dokter', 'sunardi', 'kompolnas', 'aktivitas', 'jaringan', 'teroris', 'sangat', 'rapi', 'https', 't', 'cowok', 'weggjtbts']"
"Tanaro #vaccinated,,,🙏",@RyaWiedy Tersangka teroris kok dimanja? mestinya hukuman mati ato mimimal penjara seumur hidup ato 20 thn tanpa hak mendapatkan remisi,ryawiedy tersangka teroris kok dimanja mestinya hukuman mati atau mimimal penjara seumur hidup atau tahun tanpa hak mendapatkan remisi,1,"['ryawiedy', 'tersangka', 'teroris', 'kok', 'dimanja', 'mestinya', 'hukuman', 'mati', 'atau', 'mimimal', 'penjara', 'seumur', 'hidup', 'atau', 'tahun', 'tanpa', 'hak', 'mendapatkan', 'remisi']"
abdurrahman,"Jejak teroris Sunardi ini sejak tahun 2010-2012 terus di 2015 jelas bngt, bagaimana sepak terjannya, peran yang di embannya. Gitu masih ngga percaya kalo dia teroris? dan ngeyel mau ngebela, Sampe2 melemahkan kinerja densus, kalian tiada bedanya dg dia. https://t.co/wQ3Adfh8w1",jejak teroris sunardi ini sejak tahun terus di jelas banget bagaimana sepak terjannya peran yang di embannya begitu masih enggak percaya kalo dia teroris dan ngeyel mau membela sampe melemahkan kinerja densus kalian tiada bedanya dengan dia https t cowok wq adfh w ,0,"['jejak', 'teroris', 'sunardi', 'ini', 'sejak', 'tahun', 'terus', 'di', 'jelas', 'banget', 'bagaimana', 'sepak', 'terjannya', 'peran', 'yang', 'di', 'embannya', 'begitu', 'masih', 'enggak', 'percaya', 'kalo', 'dia', 'teroris', 'dan', 'ngeyel', 'mau', 'membela', 'sampe', 'melemahkan', 'kinerja', 'densus', 'kalian', 'tiada', 'bedanya', 'dengan', 'dia', 'https', 't', 'cowok', 'wq', 'adfh', 'w']"
Ahmaaad,"Sumber masalah yang sebenarnya adalah Kelompok Separatis Teroris Papua
#PapuaAdalahKita
#DukungTNIPolriTegasDiPapua
#SemangatTumpasKSTPapua
#KKB_KelompokTeroris https://t.co/IJeZb4hj6I",sumber masalah yang sebenarnya adalah kelompok separatis teroris papua papuaadalahkita dukungtnipolritegasdipapua semangattumpaskstpapua kkb kelompokteroris https t cowok ijezb hj i,0,"['sumber', 'masalah', 'yang', 'sebenarnya', 'adalah', 'kelompok', 'separatis', 'teroris', 'papua', 'papuaadalahkita', 'dukungtnipolritegasdipapua', 'semangattumpaskstpapua', 'kkb', 'kelompokteroris', 'https', 't', 'cowok', 'ijezb', 'hj', 'i']"
Hud Attamimi,@Rian__Az @triwul82 ..... 👍👍👍 maling ..... Takutnya dipake mendanai teroris ...... Kita patut menduga karena MUI tdk mau diaudit .....!!!,rian az triwul jempol ke atas jempol ke atas jempol ke atas maling takutnya dipakai mendanai teroris kita patut menduga karena mui tidak mau diaudit,0,"['rian', 'az', 'triwul', 'jempol', 'ke', 'atas', 'jempol', 'ke', 'atas', 'jempol', 'ke', 'atas', 'maling', 'takutnya', 'dipakai', 'mendanai', 'teroris', 'kita', 'patut', 'menduga', 'karena', 'mui', 'tidak', 'mau', 'diaudit']"
Harlan,"@Agun1Agung @__AnakKolong @maspiyu_ori @maspiyuaja @TofaTofa_id Akun akun bangsat dan anjing teroris mungkin anda sekalian baru tobat setelah keluargamu terkena imbasnya kekejaman bom teroris.......
semoga di beri tempat yang mulia oleh Allah SAW korban korban bom tersebut.Amin",agun agung anakkolong maspiyu ori maspiyuaja tofatofa id akun akun bangsat dan anjing teroris mungkin anda sekalian baru tobat setelah keluargamu terkena imbasnya kekejaman bom teroris semoga di beri tempat yang mulia oleh allah saw korban korban bom tersebut amin,0,"['agun', 'agung', 'anakkolong', 'maspiyu', 'ori', 'maspiyuaja', 'tofatofa', 'id', 'akun', 'akun', 'bangsat', 'dan', 'anjing', 'teroris', 'mungkin', 'anda', 'sekalian', 'baru', 'tobat', 'setelah', 'keluargamu', 'terkena', 'imbasnya', 'kekejaman', 'bom', 'teroris', 'semoga', 'di', 'beri', 'tempat', 'yang', 'mulia', 'oleh', 'allah', 'saw', 'korban', 'korban', 'bom', 'tersebut', 'amin']"
S.Ryanto,"@Lumbalaut1 Berarti yg ngomong bkn Islam yg baik,dong,kan blm jd teroris,bisanya ngomporin orng spy jd teroris",lumbalaut berarti yang mengomong bukan islam yang baik dong kan belum jadi teroris bisanya ngomporin orang supaya jadi teroris,0,"['lumbalaut', 'berarti', 'yang', 'mengomong', 'bukan', 'islam', 'yang', 'baik', 'dong', 'kan', 'belum', 'jadi', 'teroris', 'bisanya', 'ngomporin', 'orang', 'supaya', 'jadi', 'teroris']"
Berta astutik,@GanefAraz Yg teriak bela teroris ya itu2 aja orang nya..,ganefaraz yang teriak bela teroris ya itu saja orang nya,0,"['ganefaraz', 'yang', 'teriak', 'bela', 'teroris', 'ya', 'itu', 'saja', 'orang', 'nya']"
Gofar Chandra,@ConanDimdimpil @YRadianto @vita_AVP1 @Cintada16 @seruanhl @P3nj3l4j4h_id @DS_yantie @03__nakula @__wantaNKRI @HurryKoRn @pengarang_sajak @gagal_hijrah Tetep aja para kadrun bela begundal teroris itu dengan dalil agama,codimdimpil yradianto vita avp cintada seruanhl p nj l j h id ds yantie nakula wantankri hurrykorn pengarang sajak gagal hijrah tetap saja para kadrun bela begundal teroris itu dengan dalil agama,0,"['codimdimpil', 'yradianto', 'vita', 'avp', 'cintada', 'seruanhl', 'p', 'nj', 'l', 'j', 'h', 'id', 'ds', 'yantie', 'nakula', 'wantankri', 'hurrykorn', 'pengarang', 'sajak', 'gagal', 'hijrah', 'tetap', 'saja', 'para', 'kadrun', 'bela', 'begundal', 'teroris', 'itu', 'dengan', 'dalil', 'agama']"
Cobain,@republikaonline Wakwawww kalo seluruh pesantren menghasilkan teroris udah gak hidup Luh monyong,republikaonline wakwaw kalo seluruh pesantren menghasilkan teroris sudah enggak hidup lu monyong,0,"['republikaonline', 'wakwaw', 'kalo', 'seluruh', 'pesantren', 'menghasilkan', 'teroris', 'sudah', 'enggak', 'hidup', 'lu', 'monyong']"
Aiww ;-),"Aksi kelompok separatisme dan teroris KST Papua telah meresahkan warga sipil dan merongrong kedaulatan negara
#PapuaAdalahKita
#DukungTNIPolriTegasDiPapua
#SemangatTumpasKSTPapua
#KKB_KelompokTeroris
#HukumBerkeadilan https://t.co/dNcgngGbFP",aksi kelompok separatisme dan teroris kst papua telah meresahkan warga sipil dan merongrong kedaulatan negara papuaadalahkita dukungtnipolritegasdipapua semangattumpaskstpapua kkb kelompokteroris hukumberkeadilan https t cowok dncgnggbfp,0,"['aksi', 'kelompok', 'separatisme', 'dan', 'teroris', 'kst', 'papua', 'telah', 'meresahkan', 'warga', 'sipil', 'dan', 'merongrong', 'kedaulatan', 'negara', 'papuaadalahkita', 'dukungtnipolritegasdipapua', 'semangattumpaskstpapua', 'kkb', 'kelompokteroris', 'hukumberkeadilan', 'https', 't', 'cowok', 'dncgnggbfp']"
Mazi Oko-Orie Ukata,@vanguardngrnews Fulani terroris Council.,vanguardngrnews fulani terroris council,0,"['vanguardngrnews', 'fulani', 'terroris', 'council']"
Ratno Wistu Jr,"https://t.co/dKvge0jeNs : Terkait Dokter Sunardi, Kompolnas : Aktivitas Jaringan Teroris Sangat Rapi https://t.co/wKN0Q1UATq",https t cowok dkvge jens terkait dokter sunardi kompolnas aktivitas jaringan teroris sangat rapi https t cowok wkn q uatq,0,"['https', 't', 'cowok', 'dkvge', 'jens', 'terkait', 'dokter', 'sunardi', 'kompolnas', 'aktivitas', 'jaringan', 'teroris', 'sangat', 'rapi', 'https', 't', 'cowok', 'wkn', 'q', 'uatq']"
johan,@AnakGadang10 @detikcom hajar teroris Indonesia sampai ke akar2nya. maju terus Densus 88,anakgadang detikcom hajar teroris indonesia sampai ke akar nya maju terus densus ,0,"['anakgadang', 'detikcom', 'hajar', 'teroris', 'indonesia', 'sampai', 'ke', 'akar', 'nya', 'maju', 'terus', 'densus']"
ghani38,"*Keluarga Sunardi Ikhlas, Anggap Kematian Dokter itu Adalah Jalan Terbaik*

SUKOHARJO - Kematian dokter Sunardi, tersangka teroris yang ditembak densus 88 AT di Sukoharjo, menyatakan ikhlas dengan peristiwa yang menimpa pria https://t.co/0mTQa3R0rn",keluarga sunardi ikhlas anggap kematian dokter itu adalah jalan terbaik sukoharjo kematian dokter sunardi tersangka teroris yang ditembak densus at di sukoharjo menyatakan ikhlas dengan peristiwa yang menimpa pria https t cowok mtqa r rn,0,"['keluarga', 'sunardi', 'ikhlas', 'anggap', 'kematian', 'dokter', 'itu', 'adalah', 'jalan', 'terbaik', 'sukoharjo', 'kematian', 'dokter', 'sunardi', 'tersangka', 'teroris', 'yang', 'ditembak', 'densus', 'at', 'di', 'sukoharjo', 'menyatakan', 'ikhlas', 'dengan', 'peristiwa', 'yang', 'menimpa', 'pria', 'https', 't', 'cowok', 'mtqa', 'r', 'rn']"
Cak Henry,Jubir teroris bacot doang gede nyali SE upil https://t.co/TBRqHHYBCN,jubir teroris bacot doang gede nyali se upil https t cowok tbrqhhybcn,0,"['jubir', 'teroris', 'bacot', 'doang', 'gede', 'nyali', 'se', 'upil', 'https', 't', 'cowok', 'tbrqhhybcn']"
Cinta NKRI,"@ErSatArema021 @asep_surja @AbuKahfr Picik,Licik dan Pengecut Sangat Pantas di Sematkan bagi mereka yang mendukung Teroris dan Pengasong Khilafah.",ersatarema asep surja abukahfr picik licik dan pengecut sangat pantas di sematkan bagi mereka yang mendukung teroris dan pengasong khilafah,0,"['ersatarema', 'asep', 'surja', 'abukahfr', 'picik', 'licik', 'dan', 'pengecut', 'sangat', 'pantas', 'di', 'sematkan', 'bagi', 'mereka', 'yang', 'mendukung', 'teroris', 'dan', 'pengasong', 'khilafah']"
Ot Nggadas,@__Sridiana_3va Kau juga tahu dari mana kalau ngga terlibat teroris ?,sridiana va kau juga tahu dari mana kalau enggak terlibat teroris,0,"['sridiana', 'va', 'kau', 'juga', 'tahu', 'dari', 'mana', 'kalau', 'enggak', 'terlibat', 'teroris']"
BentengSumbar.com,"Novel Sebut Densus 88 Jadi Mesin Pembunuh Umat Islam, Yusuf: Jangan-Jangan Dia Teroris yang Ngaku-Ngaku Islam? - https://t.co/il2T27RcOq",novel sebut densus jadi mesin pembunuh umat islam yusuf jangan jangan dia teroris yang mengaku mengaku islam https t cowok il t rcoq,1,"['novel', 'sebut', 'densus', 'jadi', 'mesin', 'pembunuh', 'umat', 'islam', 'yusuf', 'jangan', 'jangan', 'dia', 'teroris', 'yang', 'mengaku', 'mengaku', 'islam', 'https', 't', 'cowok', 'il', 't', 'rcoq']"
Kaum Margina1,@ws_parsitoRF Kapan si Zonk dpt penghargaan sebagai Duta Teroris ya??,ws parsitorf kapan sih zonk dapat penghargaan sebagai duta teroris ya,0,"['ws', 'parsitorf', 'kapan', 'sih', 'zonk', 'dapat', 'penghargaan', 'sebagai', 'duta', 'teroris', 'ya']"
Lulus Naning S,"@Maya83206301 @MUIPusat @DavidWijaya82 @__AnakKolong @_SEKNAS_RI @ChusnulCh__ Ngga urus,yg penting sekarang bukan MUI lagi,dan kumpulan ulama kok ada yg salah dalam sholatnya,ada yg jadi teroris lagi,aku mah lebih percaya Gus Mentri daripada MUI",maya muipusat davidwijaya anakkolong seknas ri chusnulch enggak urus yang penting sekarang bukan mui lagi dan kumpulan ulama kok ada yang salah dalam sholatnya ada yang jadi teroris lagi aku mah lebih percaya gus mentri daripada mui,0,"['maya', 'muipusat', 'davidwijaya', 'anakkolong', 'seknas', 'ri', 'chusnulch', 'enggak', 'urus', 'yang', 'penting', 'sekarang', 'bukan', 'mui', 'lagi', 'dan', 'kumpulan', 'ulama', 'kok', 'ada', 'yang', 'salah', 'dalam', 'sholatnya', 'ada', 'yang', 'jadi', 'teroris', 'lagi', 'aku', 'mah', 'lebih', 'percaya', 'gus', 'mentri', 'daripada', 'mui']"
johan,@nuzularham @detikcom bravo Densus 88. berantas para teroris Indonesia sampai ke akar2 nya.,nuzularham detikcom bravo densus berantas para teroris indonesia sampai ke akar nya,0,"['nuzularham', 'detikcom', 'bravo', 'densus', 'berantas', 'para', 'teroris', 'indonesia', 'sampai', 'ke', 'akar', 'nya']"
Huang⎰♊,@MrsRachelIn @KomnasHAM SAYA BERHARAP SEMOGA (tidak) ADA KELUARGA @KomnasHAM YANG MENJADI KORBAN  TERORIS.,mrsrachelin komnasham saya berharap semoga tidak ada keluarga komnasham yang menjadi korban teroris,0,"['mrsrachelin', 'komnasham', 'saya', 'berharap', 'semoga', 'tidak', 'ada', 'keluarga', 'komnasham', 'yang', 'menjadi', 'korban', 'teroris']"
